site,waterYr,var,val,n,source
W6,1964,H,16.319975775952592,51,Streamwater
W6,1965,H,12.139689507735467,53,Streamwater
W6,1966,H,16.008792997390465,48,Streamwater
W6,1967,H,13.16953334855036,44,Streamwater
W6,1968,H,17.907941515640935,36,Streamwater
W6,1969,H,17.02279910139214,50,Streamwater
W6,1970,H,18.759192054183043,54,Streamwater
W6,1971,H,16.827752736077436,54,Streamwater
W6,1972,H,18.08586418404284,52,Streamwater
W6,1973,H,17.985593646923817,55,Streamwater
W6,1974,H,11.873880141210513,52,Streamwater
W6,1975,H,12.345388436439572,53,Streamwater
W6,1976,H,13.120050898451757,54,Streamwater
W6,1977,H,14.26243154696445,53,Streamwater
W6,1978,H,16.045066146949193,46,Streamwater
W6,1979,H,13.451937426726879,54,Streamwater
W6,1980,H,15.266186014919736,51,Streamwater
W6,1981,H,15.133997930275982,54,Streamwater
W6,1982,H,13.226770571909643,54,Streamwater
W6,1983,H,14.554837778615868,57,Streamwater
W6,1984,H,11.910489667506866,53,Streamwater
W6,1985,H,16.40562211528156,52,Streamwater
W6,1986,H,15.925187221161327,54,Streamwater
W6,1987,H,10.909671087967897,53,Streamwater
W6,1988,H,10.98012312277612,57,Streamwater
W6,1989,H,12.889165583195581,57,Streamwater
W6,1990,H,14.765870647756124,55,Streamwater
W6,1991,H,12.805579575022552,54,Streamwater
W6,1992,H,14.93647481766566,58,Streamwater
W6,1993,H,10.535323197994229,58,Streamwater
W6,1994,H,9.62391437657343,57,Streamwater
W6,1995,H,14.833929024048151,62,Streamwater
W6,1996,H,13.793743190828758,72,Streamwater
W6,1997,H,10.056332662967515,76,Streamwater
W6,1998,H,12.455653856410851,77,Streamwater
W6,1999,H,13.428583834962833,86,Streamwater
W6,2000,H,9.758875133090129,73,Streamwater
W6,2001,H,10.777500448416497,53,Streamwater
W6,2002,H,8.819038734303472,55,Streamwater
W6,2003,H,12.280688846164631,62,Streamwater
W6,2004,H,9.206991691189254,57,Streamwater
W6,2005,H,9.46715731205341,55,Streamwater
W6,2006,H,9.759318549153788,55,Streamwater
W6,2007,H,7.316794333151819,58,Streamwater
W6,2008,H,8.01934734390732,57,Streamwater
W6,2009,H,5.670053962136808,56,Streamwater
W6,2010,H,7.077556917127739,56,Streamwater
W6,2011,H,6.378311743082652,52,Streamwater
W6,2012,H,6.972322832166801,58,Streamwater
W6,2013,H,5.9102415807172415,91,Streamwater
W6,2014,H,6.090688741046905,82,Streamwater
W6,2015,H,5.07353721568604,66,Streamwater
W6,2016,H,3.6686540498770377,51,Streamwater
W6,2017,H,3.6549640337198537,52,Streamwater
W6,2018,H,4.875045442027044,54,Streamwater
W6,2019,H,2.9651156644309564,52,Streamwater
W6,2020,H,2.892188734761885,51,Streamwater
W6,2021,H,3.7629342836434723,54,Streamwater
W6,2022,H,3.770905244237644,52,Streamwater
W6,1993,ANC,-9.040835660543314,32,Streamwater
W6,1994,ANC,-6.843626766715335,57,Streamwater
W6,1995,ANC,-14.48518965649266,62,Streamwater
W6,1996,ANC,-16.140631679668154,68,Streamwater
W6,1997,ANC,-13.880419770880977,76,Streamwater
W6,1998,ANC,-16.49457138636975,77,Streamwater
W6,1999,ANC,-15.749730406329311,86,Streamwater
W6,2000,ANC,-11.945648398251178,73,Streamwater
W6,2001,ANC,-13.589588208012172,53,Streamwater
W6,2002,ANC,-9.26672681328591,55,Streamwater
W6,2003,ANC,-13.8154947314196,62,Streamwater
W6,2004,ANC,-9.50827175749019,57,Streamwater
W6,2005,ANC,-11.11628981401767,55,Streamwater
W6,2006,ANC,-10.178758192379933,55,Streamwater
W6,2007,ANC,-5.853265775301628,58,Streamwater
W6,2008,ANC,-7.887927879435068,57,Streamwater
W6,2009,ANC,-3.547087131714178,56,Streamwater
W6,2010,ANC,-7.4252799226869275,56,Streamwater
W6,2011,ANC,-5.7457475095821815,52,Streamwater
W6,2012,ANC,-6.450418254914098,58,Streamwater
W6,2013,ANC,-3.3807507931861216,91,Streamwater
W6,2014,ANC,3.2741902031741326,72,Streamwater
W6,2015,ANC,1.5253331337896552,62,Streamwater
W6,2016,ANC,5.691585074075498,51,Streamwater
W6,2017,ANC,7.396628282230143,52,Streamwater
W6,2018,ANC,4.126514361160037,54,Streamwater
W6,2019,ANC,6.993613407603146,52,Streamwater
W6,2020,ANC,6.317773996163246,51,Streamwater
W6,2021,ANC,6.0560553813119435,54,Streamwater
W6,2022,ANC,3.651089217710671,52,Streamwater
