site,waterYr,var,val,n,source
W6,1989,Mg,21.07007681980147,57,Streamwater
W6,1990,Mg,18.79133764391344,55,Streamwater
W6,1991,Mg,19.167292466658896,54,Streamwater
W6,1992,Mg,17.116429868631005,58,Streamwater
W6,1993,Mg,18.72163632776655,58,Streamwater
W6,1994,Mg,21.03440273330748,57,Streamwater
W6,1995,Mg,15.359694394285306,62,Streamwater
W6,1996,Mg,14.627543829824026,72,Streamwater
W6,1997,Mg,19.010784836802358,76,Streamwater
W6,1998,Mg,17.418900465207308,77,Streamwater
W6,1999,Mg,15.810406734215658,86,Streamwater
W6,2000,Mg,17.343816199929783,73,Streamwater
W6,2001,Mg,15.798293183768894,53,Streamwater
W6,2002,Mg,17.221332439786586,55,Streamwater
W6,2003,Mg,13.63844704637495,62,Streamwater
W6,2004,Mg,15.752578975495137,57,Streamwater
W6,2005,Mg,14.479190923900338,55,Streamwater
W6,2006,Mg,14.049282449131956,55,Streamwater
W6,2007,Mg,16.530797664935694,58,Streamwater
W6,2008,Mg,13.942984573762361,57,Streamwater
W6,2009,Mg,15.33965743086196,56,Streamwater
W6,2010,Mg,13.725088298514661,56,Streamwater
W6,2011,Mg,13.880841126666896,52,Streamwater
W6,2012,Mg,14.062701917612678,58,Streamwater
W6,2013,Mg,16.64379830420477,91,Streamwater
W6,2014,Mg,15.153573055735839,82,Streamwater
W6,2015,Mg,12.933434665162725,66,Streamwater
W6,2016,Mg,13.471470675750233,51,Streamwater
W6,2017,Mg,12.926226431796822,52,Streamwater
W6,2018,Mg,11.343409280642852,54,Streamwater
W6,2019,Mg,12.7606575960757,52,Streamwater
W6,2020,Mg,13.506161156329291,51,Streamwater
W6,2021,Mg,14.247186585786062,54,Streamwater
W6,2022,Mg,12.783685651506529,52,Streamwater
W6,1963,K,9.519927592839297,56,Streamwater
W6,1964,K,5.14104023916436,51,Streamwater
W6,1965,K,4.697778371916753,53,Streamwater
W6,1966,K,6.461103528486942,48,Streamwater
W6,1967,K,6.62997517449971,44,Streamwater
W6,1968,K,6.6560720920361875,36,Streamwater
W6,1969,K,6.0338768927292135,50,Streamwater
W6,1970,K,5.665649726816772,54,Streamwater
W6,1971,K,6.285658643154532,54,Streamwater
W6,1972,K,5.676724468448875,52,Streamwater
W6,1973,K,6.333289133339208,55,Streamwater
W6,1974,K,9.506138126438895,52,Streamwater
W6,1975,K,4.805085404273793,53,Streamwater
W6,1976,K,8.000162883029216,54,Streamwater
W6,1977,K,7.744987631490342,53,Streamwater
W6,1978,K,6.563636092595106,50,Streamwater
W6,1979,K,8.691180603244048,54,Streamwater
W6,1980,K,9.392651984539121,51,Streamwater
W6,1981,K,4.836930848822703,54,Streamwater
W6,1982,K,6.773442510112451,54,Streamwater
W6,1983,K,7.264011686348993,57,Streamwater
W6,1984,K,6.767283668042674,53,Streamwater
W6,1985,K,8.786411670229766,52,Streamwater
W6,1986,K,11.748655526577798,54,Streamwater
W6,1987,K,5.94320666885645,53,Streamwater
W6,1988,K,8.327931839368148,57,Streamwater
W6,1989,K,6.692351394554861,57,Streamwater
W6,1990,K,4.142934532589657,55,Streamwater
W6,1991,K,5.7582630024580155,54,Streamwater
W6,1992,K,5.496399015539224,58,Streamwater
W6,1993,K,4.100113846015965,58,Streamwater
W6,1994,K,4.559364441276479,57,Streamwater
W6,1995,K,5.975061530460691,62,Streamwater
W6,1996,K,5.643692134380274,72,Streamwater
W6,1997,K,7.245051742029378,76,Streamwater
W6,1998,K,5.707423743314757,77,Streamwater
W6,1999,K,7.095349942360837,86,Streamwater
W6,2000,K,6.344425468558633,73,Streamwater
W6,2001,K,5.817037727038936,53,Streamwater
W6,2002,K,5.1961119091689385,55,Streamwater
W6,2003,K,4.746730740375291,62,Streamwater
W6,2004,K,4.225970031437646,57,Streamwater
W6,2005,K,5.334145736860788,55,Streamwater
W6,2006,K,7.056128666719025,55,Streamwater
W6,2007,K,6.865740680381415,58,Streamwater
W6,2008,K,3.628239087524311,57,Streamwater
W6,2009,K,5.638914688686896,56,Streamwater
W6,2010,K,5.994620730284997,56,Streamwater
W6,2011,K,4.473983556303325,52,Streamwater
W6,2012,K,7.287592902394747,58,Streamwater
W6,2013,K,8.829877046551967,91,Streamwater
W6,2014,K,7.00987954141707,82,Streamwater
W6,2015,K,4.004188513480382,66,Streamwater
W6,2016,K,3.735097520320847,51,Streamwater
W6,2017,K,4.543820547159191,52,Streamwater
W6,2018,K,5.164448742337965,54,Streamwater
W6,2019,K,3.8567176109819825,52,Streamwater
W6,2020,K,5.042517694333676,51,Streamwater
W6,2021,K,3.756985274553083,54,Streamwater
W6,2022,K,3.5914032721755094,52,Streamwater
