"refNo", "site", "date", "timeEST", "pH", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "Al_ferron", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "canonical"
"30826","S","1979-02-06",\N,"4.4600",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790206_NA","1978",\N,"0.0050","0.0200","0.0100","0.0200",\N,\N,\N,"0.0100","0.0100","0.5000","1.4300","0.2500","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"39.1000","-40.5000",\N,"-2.8000",\N,\N,"-1.1000","TRUE"
"49692","RG11","1979-02-13","13:25:00","4.2200",\N,"24.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790213_1325","1978","2/13/79 13:25","0.0500","0.0300","0.0100","0.0600",\N,\N,\N,"0.0100","0.0100","0.6000","1.4900","0.5300","0.0210",\N,\N,\N,"0.0500",\N,\N,\N,"69.5000","-51.4000","25.4000","30.4000",\N,\N,"18.4000",\N
"52066","RG22","1979-02-13","11:45:00","4.1500",\N,"29.2000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790213_1145","1978","2/13/79 11:45","0.0800","0.0300","0.0050","0.3200",\N,\N,\N,\N,"0.0200","1.1000","2.0700","0.6000","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"92.4000","-73.1000","31.4000","23.3000",\N,\N,"19.3000",\N
"30833","S","1979-02-13",\N,"4.2200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790213_NA","1978",\N,"0.0500","0.0300","0.0100","0.0600",\N,\N,\N,"0.0100","0.0100","0.6000","1.4900","0.5300","0.0210",\N,\N,\N,"0.0500",\N,\N,\N,"69.5000","-51.4000",\N,"30.4000",\N,\N,"18.4000","TRUE"
"49693","RG11","1979-02-26","10:05:00","4.1100",\N,"36.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790226_1005","1978","2/26/79 10:05","0.0400","0.0200","0.0200","0.0600",\N,\N,\N,"0.0200","0.1300","3.2000","1.3800","0.0500","0.0460",\N,\N,\N,"0.1000",\N,\N,\N,"93.3000","-90.2000","35.1000","3.9000",\N,\N,"3.6000",\N
"52067","RG22","1979-02-26","09:00:00","4.0900",\N,"37.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19790226_0900","1978","2/26/79 9:00","0.0200","0.0200","0.0200","0.0800",\N,\N,\N,\N,"0.1300","3.4000","1.7700","0.0500","0.0270",\N,\N,\N,"0.1000",\N,\N,\N,"95.1000","-100.6000","37.1000","-5.6000",\N,\N,"-5.5000",\N
"30846","S","1979-02-26",\N,"4.1100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790226_NA","1978",\N,"0.0400","0.0200","0.0200","0.0600",\N,\N,\N,"0.0200","0.1300","3.2000","1.3800","0.0500","0.0460",\N,\N,\N,"0.1000",\N,\N,\N,"93.3000","-90.2000",\N,"3.9000",\N,\N,"3.6000","TRUE"
"49694","RG11","1979-03-05","10:30:00","4.0300",\N,"45.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790305_1030","1978","3/5/79 10:30","0.0500","0.0900","0.0100","0.6900",\N,\N,\N,"0.0100","0.1000","2.6000","2.0100","1.1700","0.0150",\N,\N,\N,"0.0500",\N,\N,\N,"139.9000","-119.4000","44.2000","16.0000",\N,\N,"20.8000",\N
"52068","RG22","1979-03-05","09:10:00","4.0000",\N,"47.7000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790305_0910","1978","3/5/79 9:10","0.0500","0.1100","0.0100","0.8500",\N,\N,\N,\N,"0.1100","2.6000","2.4400","1.3100","0.0130",\N,\N,\N,"0.0500",\N,\N,\N,"154.9000","-130.3000","47.9000","17.3000",\N,\N,"24.6000",\N
"30853","S","1979-03-05",\N,"4.0300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790305_NA","1978",\N,"0.0500","0.0900","0.0100","0.6900",\N,\N,\N,"0.0100","0.1000","2.6000","2.0100","1.1700","0.0150",\N,\N,\N,"0.0500",\N,\N,\N,"139.9000","-119.4000",\N,"16.0000",\N,\N,"20.8000","TRUE"
"49695","RG11","1979-03-13","09:40:00","4.0400",\N,"40.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790313_0940","1978","3/13/79 9:40","0.0050","0.0600","0.0100","0.3700",\N,\N,\N,"0.0300","0.2500","2.8000","2.0400","0.7600","0.0170",\N,\N,\N,"0.0500",\N,\N,\N,"129.1000","-112.5000","42.6000","14.4000",\N,\N,"17.4000",\N
"52069","RG22","1979-03-13","08:45:00","4.0100",\N,"47.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19790313_0845","1978","3/13/79 8:45","0.0050","0.0600","0.0100","0.4300",\N,\N,\N,\N,"0.3000","3.2000","2.5700","0.9000","0.0170",\N,\N,\N,"0.0500",\N,\N,\N,"138.5000","-133.3000","46.8000","3.8000",\N,\N,"5.2000",\N
"30866","S","1979-03-13",\N,"4.0400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790313_NA","1978",\N,"0.0050","0.0600","0.0100","0.3700",\N,\N,\N,"0.0300","0.2500","2.8000","2.0400","0.7600","0.0170",\N,\N,\N,"0.0500",\N,\N,\N,"129.1000","-112.5000",\N,"14.4000",\N,\N,"17.4000","TRUE"
"49696","RG11","1979-03-19","09:45:00","3.9000",\N,"57.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790319_0945","1978","3/19/79 9:45","0.1400","0.0600","0.0300","0.1700",\N,\N,\N,"0.0400","0.0050","4.2000","2.5700","1.0200","0.0480",\N,\N,\N,"0.2000",\N,\N,\N,"149.7000","-157.5000","57.3000","-4.4000",\N,\N,"-6.8000",\N
"52070","RG22","1979-03-19","09:05:00","3.8900",\N,"63.4000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790319_0905","1978","3/19/79 9:05","0.2000","0.0700","0.0400","0.2700",\N,\N,\N,\N,"0.0050","5.8000","3.5600","0.5300","0.0300",\N,\N,\N,"0.1000",\N,\N,\N,"157.6000","-192.9000","61.5000","-20.1000",\N,\N,"-35.3000",\N
"30873","S","1979-03-19",\N,"3.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790319_NA","1978",\N,"0.1400","0.0600","0.0300","0.1700",\N,\N,\N,"0.0400","0.0050","4.2000","2.5700","1.0200","0.0480",\N,\N,\N,"0.2000",\N,\N,\N,"149.7000","-157.5000",\N,"-4.4000",\N,\N,"-6.8000","TRUE"
"49697","RG11","1979-03-27",\N,"4.4700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790327_","1978","3/27/79 0:00","0.1200","0.1800","0.0600","1.4700",\N,\N,\N,"0.0300","0.1000","2.0000","0.7300","2.5000","0.0140",\N,\N,\N,"0.0500",\N,\N,\N,"128.3000","-123.9000","26.2000","4.0000",\N,\N,"5.1000",\N
"30889","S","1979-03-27",\N,"4.4700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790327_NA","1978",\N,"0.1200","0.1800","0.0600","1.4700",\N,\N,\N,"0.0300","0.1000","2.0000","0.7300","2.5000","0.0140",\N,\N,\N,"0.0500",\N,\N,\N,"128.3000","-123.9000",\N,"4.0000",\N,\N,"5.1000","TRUE"
"49698","RG11","1979-04-02",\N,"3.8600",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790402_","1978","4/2/79 0:00","0.1900","0.0200","0.0300","0.0800",\N,\N,\N,"0.0600","0.5900","5.1000","4.6000","0.2800","0.0600",\N,\N,\N,"0.1000",\N,\N,\N,"191.2000","-188.0000","65.9000","2.5000",\N,\N,"4.8000",\N
"30896","S","1979-04-02",\N,"3.8600",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790402_NA","1978",\N,"0.1900","0.0200","0.0300","0.0800",\N,\N,\N,"0.0600","0.5900","5.1000","4.6000","0.2800","0.0600",\N,\N,\N,"0.1000",\N,\N,\N,"191.2000","-188.0000",\N,"2.5000",\N,\N,"4.8000","TRUE"
"49699","RG11","1979-04-09","11:15:00","4.3500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790409_1115","1978","4/9/79 11:15","0.0800","0.0200","0.0300","0.0700",\N,\N,\N,"0.0400","0.1500","1.7000","1.1200","0.6500","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"65.8000","-71.7000","22.3000","-6.9000",\N,\N,"-4.8000",\N
"30903","S","1979-04-09",\N,"4.3500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790409_NA","1978",\N,"0.0800","0.0200","0.0300","0.0700",\N,\N,\N,"0.0400","0.1500","1.7000","1.1200","0.6500","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"65.8000","-71.7000",\N,"-6.9000",\N,\N,"-4.8000","TRUE"
"49700","RG11","1979-04-16","10:05:00","4.3300",\N,"22.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790416_1005","1978","4/16/79 10:05","0.0600","0.0200","0.0200","0.0800",\N,\N,\N,"0.0200","0.0700","1.2000","0.8000","0.5300","0.0100",\N,\N,\N,"0.0500",\N,\N,\N,"61.0000","-52.8000","21.2000","15.2000",\N,\N,"8.7000",\N
"30910","S","1979-04-16",\N,"4.3300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790416_NA","1978",\N,"0.0600","0.0200","0.0200","0.0800",\N,\N,\N,"0.0200","0.0700","1.2000","0.8000","0.5300","0.0100",\N,\N,\N,"0.0500",\N,\N,\N,"61.0000","-52.8000",\N,"15.2000",\N,\N,"8.7000","TRUE"
"49701","RG11","1979-04-30","14:45:00","4.2000",\N,"31.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790430_1445","1978","4/30/79 14:45","0.0800","0.0300","0.0100","0.1300",\N,\N,\N,"0.0300","0.1600","2.9000","1.2900","0.2400","0.0340",\N,\N,\N,"0.0500",\N,\N,\N,"86.9000","-87.9000","30.2000","-0.2000",\N,\N,"-0.2000",\N
"52071","RG22","1979-04-30","07:55:00","4.2000",\N,"31.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19790430_0755","1978","4/30/79 7:55","0.0900","0.0300","0.0100","0.1300",\N,\N,\N,\N,"0.1800","2.6000","1.4000","0.2400","0.0100",\N,\N,\N,"0.0500",\N,\N,\N,"85.9000","-83.4000","29.9000","3.0000",\N,\N,"2.5000",\N
"30929","S","1979-04-30",\N,"4.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790430_NA","1978",\N,"0.0800","0.0300","0.0100","0.1300",\N,\N,\N,"0.0300","0.1600","2.9000","1.2900","0.2400","0.0340",\N,\N,\N,"0.0500",\N,\N,\N,"86.9000","-87.9000",\N,"-0.2000",\N,\N,"-0.2000","TRUE"
"49702","RG11","1979-05-07","15:05:00","4.0100",\N,"45.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790507_1505","1978","5/7/79 15:05","0.1400","0.0100","0.0100","0.0100",\N,\N,\N,\N,"0.4200","3.4000","2.7000","0.0800","0.0320",\N,\N,\N,"0.0500",\N,\N,\N,"129.5000","-116.4000","45.3000","10.7000",\N,\N,"13.1000",\N
"52072","RG22","1979-05-07",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790507","1978","5/7/79 0:00","0.1700","0.0200","0.0200","0.0200",\N,\N,\N,\N,"0.4200","3.2000","3.3000","0.1500","0.0290",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-123.9000",\N,\N,\N,\N,\N,\N
"30936","S","1979-05-07",\N,"4.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19790507_NA","1978",\N,"0.1300","0.0100","0.0100","0.0100",\N,\N,\N,"0.0200","0.4100","3.4000","2.7800","0.0800","0.0330",\N,\N,\N,"0.0500",\N,\N,\N,"130.1000","-117.7000",\N,"10.5000",\N,\N,"13.0000","TRUE"
"49703","RG11","1979-05-14","09:20:00","3.8700",\N,"69.2000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG11_19790514_0920","1978","5/14/79 9:20","0.3800","0.1200","0.7600","0.1700",\N,\N,\N,\N,\N,"5.7000","2.9600","0.7200",\N,\N,\N,\N,"0.1000",\N,\N,\N,"24.4000","-186.5000","52.8000","-153.7000",\N,\N,"-162.1000",\N
"52073","RG22","1979-05-14","08:25:00","3.8900",\N,"73.1000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG22_19790514_0825","1978","5/14/79 8:25","0.4800","0.2900","0.8500","0.1900",\N,\N,\N,\N,\N,"7.0000","3.9200","0.6000",\N,\N,\N,\N,"0.1000",\N,\N,\N,"40.5000","-225.6000","55.0000","-139.1000",\N,\N,"-185.1000",\N
"30943","S","1979-05-14",\N,"3.8700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","S_19790514_NA","1978",\N,"0.4100","0.1400","0.8300","0.1700",\N,\N,\N,\N,"1.0000","5.0500","2.9100","0.6000",\N,\N,\N,\N,"0.0500",\N,\N,\N,"250.9000","-168.8000",\N,"39.1000",\N,\N,"82.1000","FALSE"
"49704","RG11","1979-05-21","12:55:00","4.0100",\N,"61.6000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG11_19790521_1255","1978","5/21/79 12:55","0.4100","0.3500","2.9300","0.4700",\N,\N,\N,\N,\N,"2.6000","1.3800","1.6000",\N,\N,\N,\N,"0.3000",\N,\N,\N,"76.2000","-121.4000","40.6000","-45.7000",\N,\N,"-45.2000",\N
"30950","S","1979-05-21",\N,"4.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","S_19790521_NA","1978",\N,"0.4000","0.3500","2.6300","0.5300",\N,\N,\N,\N,"1.0000","2.3000","0.7200","1.5900",\N,\N,\N,\N,"0.3000",\N,\N,\N,"294.5000","-104.3000",\N,"95.4000",\N,\N,"190.2000","FALSE"
"49705","RG11","1979-05-29","08:55:00","4.2900",\N,"25.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790529_0855","1978","5/29/79 8:55","0.0300","0.0100","0.0100","0.0800",\N,\N,\N,\N,"0.1600","2.2000","1.5500","0.1300","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"66.2000","-74.4000","24.6000","-11.7000",\N,\N,"-8.2000",\N
"52074","RG22","1979-05-29","08:45:00","4.3000",\N,"24.8000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790529_0845","1978","5/29/79 8:45","0.0100","0.0100","0.0050","0.0800",\N,\N,\N,\N,"0.1500","2.4000","1.5700","0.1300","0.0550",\N,\N,\N,"0.0500",\N,\N,\N,"63.4000","-78.9000","24.5000","-21.8000",\N,\N,"-15.5000",\N
"30957","S","1979-05-29",\N,"4.2600",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19790529_NA","1978",\N,"0.0200","0.0100","0.0400","0.0900",\N,\N,\N,"0.0050","0.1800","2.4000","1.6700","0.1600","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"72.1000","-81.3000",\N,"-11.9000",\N,\N,"-9.1000","TRUE"
"49706","RG11","1979-06-03","14:50:00","3.7600",\N,"81.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790603_1450","1979","6/3/79 14:50","0.0600","0.0200","0.0100","0.0300",\N,\N,\N,\N,"0.4800","5.5000","4.4300","0.2700",\N,\N,\N,\N,"0.0500",\N,\N,\N,"206.6000","-193.3000","77.9000","6.7000",\N,\N,"13.3000",\N
"52075","RG22","1979-06-03","14:00:00","3.9000",\N,"55.4000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790603_1400","1979","6/3/79 14:00","0.0100","0.0050","0.0100","0.0100",\N,\N,\N,\N,"0.4800","3.2000","1.5400","0.5500",\N,\N,\N,\N,"0.0500",\N,\N,\N,"154.1000","-106.9000","54.3000","36.2000",\N,\N,"47.2000",\N
"30963","S","1979-06-03",\N,"3.7500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19790603_NA","1979",\N,"0.0600","0.0200","0.0100","0.0300",\N,\N,\N,"0.0050","0.4800","5.6500","4.5800","0.2600",\N,\N,\N,\N,"0.0500",\N,\N,\N,\N,"-198.6000",\N,\N,\N,\N,\N,"TRUE"
"49707","RG11","1979-06-12","12:05:00","4.1500",\N,"36.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790612_1205","1979","6/12/79 12:05","0.1400","0.0400","0.1100","0.0900",\N,\N,\N,"0.0400","0.1000","3.3000","2.1400","0.2400","0.0200",\N,\N,\N,"0.0500",\N,\N,\N,"97.8000","-109.9000","34.6000","-11.7000",\N,\N,"-12.1000",\N
"52076","RG22","1979-06-12","08:45:00","4.1300",\N,"38.2000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790612_0845","1979","6/12/79 8:45","0.1600","0.0500","0.2600","0.0800",\N,\N,\N,\N,"0.0050","3.8000","2.2800","0.1900","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"96.6000","-121.1000","36.6000","-22.5000",\N,\N,"-24.5000",\N
"30970","S","1979-06-12",\N,"4.1800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19790612_NA","1979",\N,"0.1900","0.0800","0.1800","0.0900",\N,\N,\N,"0.0400","0.1000","3.2500","2.1400","0.2100","0.0430",\N,\N,\N,"0.0500",\N,\N,\N,"100.6000","-108.0000",\N,"-7.1000",\N,\N,"-7.4000","TRUE"
"30977","S","1979-06-18",\N,"3.6400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"6","S_19790618_NA","1979",\N,\N,\N,\N,\N,\N,\N,\N,"0.1600",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"49708","RG11","1979-06-18","09:05:00","3.6000",\N,"98.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790618_0905","1979","6/18/79 9:05","0.0200","0.0200","0.0800","0.0100",\N,\N,\N,"0.1600",\N,"0.3000","0.0200",\N,\N,\N,\N,\N,\N,\N,\N,\N,"103.7000","-78.0000",\N,\N,\N,\N,\N,\N
"52077","RG22","1979-06-18","07:45:00","3.4900",\N,"132.3000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG22_19790618_0745","1979","6/18/79 7:45","0.0050","0.0200","0.1900","0.0100",\N,\N,\N,\N,\N,"4.6000",\N,\N,"0.0030",\N,\N,\N,\N,\N,\N,\N,"164.6000","-37.2000",\N,\N,\N,\N,\N,\N
"30988","S","1979-07-02",\N,"4.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19790702_NA","1979",\N,"0.0400","0.0100","0.0300","0.0600",\N,\N,\N,"0.0200","0.1000","3.0000","1.5400","0.1400","0.0190",\N,\N,\N,"0.0500",\N,\N,\N,"93.4000","-91.1000",\N,"2.5000",\N,\N,"2.3000","TRUE"
"49709","RG11","1979-07-02","09:10:00","4.0900",\N,"40.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790702_0910","1979","7/2/79 9:10","0.0400","0.0100","0.0200","0.0600",\N,\N,\N,"0.0200","0.1000","3.1000","1.5700","0.1500","0.0130",\N,\N,\N,"0.0500",\N,\N,\N,"95.0000","-94.0000","36.4000","1.1000",\N,\N,"1.0000",\N
"52078","RG22","1979-07-02","08:25:00","4.1500",\N,"36.7000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790702_0825","1979","7/2/79 8:25","0.0200","0.0050","0.0100","0.0300",\N,\N,\N,\N,\N,"4.5000",\N,"0.1300","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-49.0000",\N,\N,\N,\N,\N,\N
"30995","S","1979-07-09",\N,"3.9400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19790709_NA","1979",\N,"0.0200","0.0100","0.0300","0.0200",\N,\N,\N,"0.0700","0.1800","2.9500","1.0800","0.4100","0.0110",\N,\N,\N,"0.2000",\N,\N,\N,"136.0000","-90.3000",\N,"40.4000",\N,\N,"45.7000","TRUE"
"49710","RG11","1979-07-09","08:50:00","3.8300",\N,"67.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790709_0850","1979","7/9/79 8:50","0.0300","0.0100","0.0500","0.0300",\N,\N,\N,"0.0700",\N,"2.9000","1.1700","0.6300","0.0550",\N,\N,\N,"0.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52079","RG22","1979-07-09","08:10:00","3.4900",\N,"120.8000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG22_19790709_0810","1979","7/9/79 8:10","0.0200","0.0100","0.0200","0.0050",\N,\N,\N,\N,"0.5000","3.1000","0.4400","0.5800",\N,\N,\N,\N,"0.5000",\N,\N,\N,"353.8000","-87.9000","122.3000","120.4000",\N,\N,"265.9000",\N
"31000","S","1979-07-16",\N,"3.7100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19790716_NA","1979",\N,"0.0500","0.0300","0.0800","0.1300",\N,\N,\N,"0.0400","0.2500","4.6000","2.0600","0.4700","0.0005",\N,\N,\N,"0.1000",\N,\N,\N,"225.9000","-142.1000",\N,"45.5000",\N,\N,"83.8000","TRUE"
"49711","RG11","1979-07-16","09:10:00","3.7100",\N,"80.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790716_0910","1979","7/16/79 9:10","0.0500","0.0300","0.0800","0.1300",\N,\N,\N,"0.0400","0.2500","4.6000","2.0600","0.4700","0.0440",\N,\N,\N,"0.1000",\N,\N,\N,"224.9000","-142.1000","80.9000","45.5000",\N,\N,"83.8000",\N
"52080","RG22","1979-07-16","08:25:00","3.7700",\N,"71.3000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790716_0825","1979","7/16/79 8:25","0.0400","0.0300","0.0200","0.1300",\N,\N,\N,\N,"0.2300","4.4000","2.0900","0.4900","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"193.2000","-139.0000","71.7000","32.6000",\N,\N,"54.2000",\N
"31005","S","1979-07-23",\N,"4.1900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19790723_NA","1979",\N,"0.0100","0.0050","0.0100","0.0050",\N,\N,\N,"0.0100","0.1300","1.8500","1.2300","0.1400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"74.3000","-62.2000",\N,"17.7000",\N,\N,"12.1000","TRUE"
"49712","RG11","1979-07-23","08:40:00","4.1800",\N,"33.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790723_0840","1979","7/23/79 8:40","0.0100","0.0050","0.0050","0.0050",\N,\N,\N,"0.0100","0.1200","1.7000","1.1400","0.1800","0.0140",\N,\N,\N,"0.0500",\N,\N,\N,"75.1000","-58.8000","28.2000","24.3000",\N,\N,"16.3000",\N
"52081","RG22","1979-07-23","08:00:00","4.0800",\N,"38.2000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790723_0800","1979","7/23/79 8:00","0.0200","0.0050","0.0100","0.0050",\N,\N,\N,\N,"0.1800","2.2000","1.4300","0.1300","0.0140",\N,\N,\N,"0.1000",\N,\N,\N,"95.0000","-72.4000","35.5000","27.0000",\N,\N,"22.6000",\N
"31010","S","1979-07-30",\N,"3.9400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19790730_NA","1979",\N,"0.0100","0.0100","0.0400","0.0100",\N,\N,\N,"0.0900","0.0500","2.3500","1.2100","0.2000","0.0320",\N,\N,\N,"0.0500",\N,\N,\N,"130.4000","-74.0000",\N,"55.2000",\N,\N,"56.4000","TRUE"
"49713","RG11","1979-07-30","09:25:00","3.9000",\N,"52.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790730_0925","1979","7/30/79 9:25","0.0050","0.0100","0.0400","0.0100",\N,\N,\N,"0.0900","0.0500","2.2000","0.8400","0.2300","0.0710",\N,\N,\N,"0.0500",\N,\N,\N,"141.2000","-65.8000","49.5000","72.9000",\N,\N,"75.4000",\N
"52082","RG22","1979-07-30","07:55:00","4.1500",\N,"32.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19790730_0755","1979","7/30/79 7:55","0.0400","0.0300","0.1500","0.0100",\N,\N,\N,\N,"0.0400","2.4000","0.7100","0.5100","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"81.8000","-75.7000","31.4000","7.7000",\N,\N,"6.1000",\N
"31014","S","1979-08-06",\N,"3.9100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19790806_NA","1979",\N,"0.0100","0.0100","0.0500","0.0300",\N,\N,\N,"0.0300","0.1800","5.0500","1.8900","0.1300","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"140.2000","-139.1000",\N,"0.8000",\N,\N,"1.1000","TRUE"
"49714","RG11","1979-08-06","09:05:00","3.8800",\N,"64.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790806_0905","1979","8/6/79 9:05","0.0100","0.0100","0.0600","0.0300",\N,\N,\N,"0.0300","0.1700","4.9000","1.8500","0.1900","0.0150",\N,\N,\N,"0.0500",\N,\N,\N,"148.0000","-137.1000","57.7000","8.1000",\N,\N,"11.6000",\N
"52083","RG22","1979-08-06","08:20:00","3.9000",\N,"60.8000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG22_19790806_0820","1979","8/6/79 8:20","0.0100","0.0100","0.0700","0.0300",\N,\N,\N,\N,"0.2000","4.5000","1.6700","0.1200","0.0100",\N,\N,\N,"0.0500",\N,\N,\N,"141.4000","-123.9000","54.8000","13.2000",\N,\N,"17.5000",\N
"31018","S","1979-08-13",\N,"4.3100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19790813_NA","1979",\N,"0.0400","0.0200","0.0500","0.0200",\N,\N,\N,"0.0300","0.1200","2.0000","0.8400","0.0700","0.0120",\N,\N,\N,"0.0500",\N,\N,\N,"64.8000","-57.1000",\N,"12.6000",\N,\N,"7.7000","TRUE"
"49715","RG11","1979-08-13","08:40:00","4.3300",\N,"23.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19790813_0840","1979","8/13/79 8:40","0.0400","0.0200","0.0800","0.0200",\N,\N,\N,"0.0300","0.1000","1.9000","0.8000","0.0800","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"62.2000","-54.7000","21.4000","12.8000",\N,\N,"7.5000",\N
"52084","RG22","1979-08-13","08:05:00","4.2600",\N,"25.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19790813_0805","1979","8/13/79 8:05","0.0100","0.0100","0.0100","0.0100",\N,\N,\N,\N,"0.1600","2.1000","0.8300","0.1000","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"65.8000","-59.9000","24.6000","9.4000",\N,\N,"5.9000",\N
