"refNo", "site", "date", "timeEST", "pH", "pHmetrohm", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "archived", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "chla_M", "chla_T", "chla_MT", "chla_WM"
"52569","RG22","1971-02-23",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710223","1970","2/23/71 0:00","0.1300","0.0300","0.0200","0.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52570","RG22","1971-03-02",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710302","1970","3/2/71 0:00","0.2100","0.0300","0.0100","0.0400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52571","RG22","1971-03-09",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710309","1970","3/9/71 0:00","0.1600","0.0300","0.0400","0.0900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52572","RG22","1971-03-16",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710316","1970","3/16/71 0:00","0.4100","0.0400","0.0500","0.1200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52573","RG22","1971-03-23",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710323","1970","3/23/71 0:00","0.1300","0.0300","0.0200","0.0300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52574","RG22","1971-04-06",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710406","1970","4/6/71 0:00","0.7200","0.1800","0.1000","0.8400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52575","RG22","1971-04-13",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710413","1970","4/13/71 0:00","1.1000","0.1600","0.0700","0.2700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52576","RG22","1971-04-27",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"970",\N,\N,"RG22_19710427","1970","4/27/71 0:00","2.6800","0.4500","1.8200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52577","RG22","1971-05-03",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710503","1970","5/3/71 0:00","0.0600","0.0100","0.0700","0.0200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52578","RG22","1971-05-06",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710506","1970","5/6/71 0:00","0.0400","0.0100","0.0100","0.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52579","RG22","1971-05-17",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710517","1970","5/17/71 0:00","0.1900","0.0400","0.1800","0.1200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52580","RG22","1971-05-24",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710524","1970","5/24/71 0:00","0.3600","0.0700","0.1700","0.2200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52581","RG22","1971-06-01",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710601","1971","6/1/71 0:00","0.1700","0.0400","0.0800","0.0900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52582","RG22","1971-06-07",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710607","1971","6/7/71 0:00","0.4400","0.0700","0.1100","0.1200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52583","RG22","1971-06-14",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"970",\N,\N,"RG22_19710614","1971","6/14/71 0:00","0.3500","0.1100","0.9000","0.4500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52584","RG22","1971-06-28",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710628","1971","6/28/71 0:00","0.1100","0.0200","0.0500","0.0100",\N,\N,\N,"0.6200","6.7000","2.2600","0.1500","0.0240",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-180.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52585","RG22","1971-07-05",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710705","1971","7/5/71 0:00","0.0700","0.0100","0.0100","0.0200",\N,\N,\N,"0.5100","5.9000","1.9400","0.1100","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-157.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52586","RG22","1971-07-15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710715","1971","7/15/71 0:00","0.1500","0.0200","0.0100","0.0700",\N,\N,\N,"0.4000","5.0000","2.2500","0.3500","0.0260",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-150.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52587","RG22","1971-07-26",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710726","1971","7/26/71 0:00","0.0900","0.0200","0.0100","0.0200",\N,\N,\N,"0.4100","5.8000","2.0000","0.1000","0.0300",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-155.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52588","RG22","1971-08-02",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710802","1971","8/2/71 0:00","0.0100","0.0100","0.0100","0.0300",\N,\N,\N,"0.2000","2.8000","1.8500","0.2200","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-94.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52589","RG22","1971-08-09",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19710809","1971","8/9/71 0:00","0.0200","0.0200","0.0200","0.1100",\N,\N,\N,"0.3600","5.8000","2.0200","3.9500","0.0240",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-264.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52590","RG22","1971-08-16",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710816","1971","8/16/71 0:00","0.1600","0.0200","0.0050","0.0400",\N,\N,\N,"0.6200","7.0000","2.0900","0.9500","0.0320",\N,\N,\N,\N,\N,\N,\N,\N,"-206.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52591","RG22","1971-08-23",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710823","1971","8/23/71 0:00","0.2400","0.0500","0.0900","0.0400",\N,\N,\N,"1.1500","4.9000","4.3900","0.3100","0.0400",\N,\N,\N,\N,\N,\N,\N,\N,"-181.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52592","RG22","1971-08-30",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710830","1971","8/30/71 0:00","0.0600","0.0200","0.0100","0.1100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52593","RG22","1971-09-07",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"970",\N,\N,"RG22_19710907","1971","9/7/71 0:00","0.3100","0.0500","0.0800","0.2000",\N,\N,\N,"0.6700","10.0000","6.0500","1.1700","0.0180",\N,\N,\N,"0.4500",\N,\N,\N,\N,"-338.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52594","RG22","1971-09-13",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710913","1971","9/13/71 0:00","0.0100","0.0050","0.0050","0.0400",\N,\N,\N,"0.0600","2.8000","0.8900","0.7600","0.0500",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-94.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52595","RG22","1971-09-20",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710920","1971","9/20/71 0:00","0.0500","0.0200","0.0100","0.1300",\N,\N,\N,"0.3100","3.1000","1.2200","0.8000","0.0500",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-106.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52596","RG22","1971-09-27",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19710927","1971","9/27/71 0:00","0.0500","0.0400","0.0100","0.2400",\N,\N,\N,"0.2700","6.0000","2.8700","0.9900",\N,\N,\N,\N,"0.0500",\N,\N,\N,\N,"-198.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52597","RG22","1971-10-04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"970",\N,\N,"RG22_19711004","1971","10/4/71 0:00","0.5300","0.1700","0.2700","0.8500",\N,\N,\N,"1.9100","22.8000","17.5500","1.3500","0.0500",\N,\N,\N,"0.1000",\N,\N,\N,\N,"-794.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52598","RG22","1971-10-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19711012","1971","10/12/71 0:00","0.0600","0.0200","0.0400","0.0400",\N,\N,\N,"0.2800","4.8000","1.0800","0.1500",\N,\N,\N,\N,"0.0500",\N,\N,\N,\N,"-121.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52599","RG22","1971-10-26",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19711026","1971","10/26/71 0:00","0.0200","0.0100","0.0100","0.0500",\N,\N,\N,"0.0400","2.3000","0.6300","0.6600",\N,\N,\N,\N,\N,\N,\N,\N,\N,"-76.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52600","RG22","1971-11-09",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19711109","1971","11/9/71 0:00","0.1300","0.0500","0.0300","0.2900",\N,\N,\N,"0.0800","3.0000","2.1200","0.6800","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-115.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52601","RG22","1971-11-30",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19711130","1971","11/30/71 0:00","0.0200","0.0100","0.0050","0.0500",\N,\N,\N,"0.1000","2.7000","1.9600","0.1900","0.0030",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-93.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52602","RG22","1971-12-07",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19711207","1971","12/7/71 0:00","0.0200","0.0050","0.0050","0.0400",\N,\N,\N,"0.0100","3.1000","1.3500","0.0900","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-88.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52603","RG22","1971-12-14",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19711214","1971","12/14/71 0:00","0.0400","0.0100","0.0050","0.0300",\N,\N,\N,"0.0900","3.1000","2.3200","0.1400","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-105.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52604","RG22","1971-12-20",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19711220","1971","12/20/71 0:00","0.1000","0.0100","0.0050","0.0800",\N,\N,\N,"0.0900","3.1000","2.9700","0.2100","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-118.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52605","RG22","1971-12-28",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19711228","1971","12/28/71 0:00","0.0900","0.0300","0.0200","0.2800",\N,\N,\N,"0.2400","3.6000","2.0000","0.4000","0.0030",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-118.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52606","RG22","1972-01-04","08:00:00",\N,\N,\N,"18.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720104_0800","1971","1/4/72 8:00","0.0400","0.0100","0.0100","0.0500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52607","RG22","1972-01-10","14:40:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720110_1440","1971","1/10/72 14:40","0.5100","0.2100","0.1600","1.9000",\N,\N,\N,"0.5100","8.9000","5.9000","2.2400",\N,\N,\N,\N,"0.3000",\N,\N,\N,\N,"-343.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52608","RG22","1972-01-18","08:00:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720118_0800","1971","1/18/72 8:00","0.1900","0.0400","0.0500","0.1700",\N,\N,\N,"0.3900","5.9000","5.2000","0.4500",\N,\N,\N,\N,"0.1000",\N,\N,\N,\N,"-219.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52609","RG22","1972-01-25","08:00:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720125_0800","1971","1/25/72 8:00","0.0500","0.0100","0.0160","0.1400",\N,\N,\N,"0.2000","5.4000","1.5700","0.2400",\N,\N,\N,\N,"0.0500",\N,\N,\N,\N,"-144.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52610","RG22","1972-02-01","16:30:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720201_1630","1971","2/1/72 16:30","0.1900","0.0300","0.0200","0.1200",\N,\N,\N,"0.1800","5.6000","1.8700","0.3500",\N,\N,\N,\N,"0.1000",\N,\N,\N,\N,"-156.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52611","RG22","1972-02-08","08:00:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720208_0800","1971","2/8/72 8:00","0.0200","0.0080","0.0050","0.0600",\N,\N,\N,"0.0050","4.0000","0.4300","0.1500",\N,\N,\N,\N,"0.0500",\N,\N,\N,\N,"-94.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52612","RG22","1972-02-15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720215","1971","2/15/72 0:00","0.0500","0.0100","0.0200","0.1400",\N,\N,\N,"0.0050","4.5000","0.4100","0.2600",\N,\N,\N,\N,"0.0500",\N,\N,\N,\N,"-107.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52613","RG22","1972-02-29","08:00:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720229_0800","1971","2/29/72 8:00","0.1600","0.0200","0.0050","0.1700",\N,\N,\N,"0.1700","4.2000","4.0200","0.3300","0.0150",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-161.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52614","RG22","1972-03-07","15:40:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720307_1540","1971","3/7/72 15:40","0.1200","0.0400","0.0300","0.1400",\N,\N,\N,"0.3000","5.0000","3.0700","0.3200","0.0150",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-162.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52615","RG22","1972-03-14","14:10:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720314_1410","1971","3/14/72 14:10","1.6000","0.2400","0.2200","0.9900",\N,\N,\N,"1.6700","10.4000","15.3000","1.5600","0.0800",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-506.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52616","RG22","1972-03-21","14:30:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720321_1430","1971","3/21/72 14:30","0.0400","0.0100","0.0050","0.0500",\N,\N,\N,"0.0500","6.3000","1.3400","0.1400","0.0100",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-156.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52617","RG22","1972-03-28",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720328","1971","3/28/72 0:00","0.0400","0.0200","0.0200","0.0600",\N,\N,\N,"0.2700","3.6000","2.5000","0.2300","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,\N,"-121.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52618","RG22","1972-04-03","16:00:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720403_1600","1971","4/3/72 16:00","0.1900","0.0500","0.0400","0.2600",\N,\N,\N,"0.4700","6.5000","6.3000","0.6000","0.0100",\N,\N,\N,"0.3000",\N,\N,\N,\N,"-253.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52619","RG22","1972-04-11","14:15:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720411_1415","1971","4/11/72 14:15","0.3700","0.0500","0.0300","0.0800",\N,\N,\N,"0.6600","7.2000","6.2000","0.4300","0.0005",\N,\N,\N,"0.2000",\N,\N,\N,\N,"-261.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52620","RG22","1972-04-18","08:05:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720418_0805","1971","4/18/72 8:05","0.1700","0.0200","0.0300","0.0400",\N,\N,\N,"0.2500","4.2000","2.3000","0.1500","0.0050",\N,\N,\N,"0.3000",\N,\N,\N,\N,"-128.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52621","RG22","1972-04-25","12:40:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720425_1240","1971","4/25/72 12:40","0.4200","0.0500","0.0600","0.0700",\N,\N,\N,"0.2400","3.6000","2.3000","0.2100","0.0200",\N,\N,\N,"0.2000",\N,\N,\N,\N,"-117.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52622","RG22","1972-05-09","07:00:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720509_0700","1971","5/9/72 7:00","0.2600","0.0800","0.6700","0.1700",\N,\N,\N,"3.2000","4.2000","3.0000","0.3900","0.0005",\N,\N,\N,"0.2000",\N,\N,\N,\N,"-146.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52623","RG22","1972-05-15","11:25:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720515_1125","1971","5/15/72 11:25","0.1400","0.0700","0.1600","0.2400",\N,\N,\N,"0.8100","5.2000","2.2500","0.9600","0.1420",\N,\N,\N,"0.3000",\N,\N,\N,\N,"-171.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"52624","RG22","1972-05-23","15:00:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720523_1500","1971","5/23/72 15:00","0.1400","0.0700","0.3700","0.1100",\N,\N,\N,\N,\N,\N,\N,"0.1960",\N,\N,\N,"0.2200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"52625","RG22","1972-06-07","14:50:00","4.2000",\N,\N,"25.6000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720607_1450","1972","6/7/72 14:50","0.1400","0.0200","0.1500","0.0400",\N,\N,\N,"0.8200","2.4000","1.8000","0.2500","0.3150",\N,\N,\N,"0.0400",\N,\N,\N,"122.7000","-86.0000","32.9000","35.2000",\N,\N,"36.7000",\N,\N,\N,\N
"52626","RG22","1972-06-12","14:25:00","4.0800",\N,\N,"34.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720612_1425","1972","6/12/72 14:25","0.1500","0.0200","0.0200","0.0200",\N,\N,\N,"0.2400","2.5000","1.1000","1.0000","0.0200",\N,\N,\N,"0.1000",\N,\N,\N,"107.0000","-97.9000","38.2000","8.9000",\N,\N,"9.1000",\N,\N,\N,\N
"52627","RG22","1972-06-19","14:25:00","4.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720619_1425","1972","6/19/72 14:25","0.1300","0.0400","0.3200","0.1300",\N,\N,\N,"0.3600","3.9000","1.8000","0.2500","0.1400",\N,\N,\N,\N,\N,\N,\N,"123.0000","-117.2000","39.8000","4.8000",\N,\N,"5.8000",\N,\N,\N,\N
"52628","RG22","1972-06-26","13:50:00","3.6900",\N,\N,"80.6000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720626_1350","1972","6/26/72 13:50","0.0900","0.1100","0.1400","0.7600",\N,\N,\N,"0.1700","4.9000","2.0000","3.4000","0.0100",\N,\N,\N,"0.1000",\N,\N,\N,"263.8000","-230.0000","92.5000","13.7000",\N,\N,"33.8000",\N,\N,\N,\N
"52629","RG22","1972-07-05","12:25:00","3.9000",\N,\N,"44.1000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG22_19720705_1225","1972","7/5/72 12:25","0.0800","0.0200","0.0300","0.0200",\N,\N,\N,"0.3400","4.3000","1.5000","0.1500","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"152.0000","-117.8000","55.0000","25.4000",\N,\N,"34.2000",\N,\N,\N,\N
"52630","RG22","1972-07-17","14:40:00","3.8800",\N,\N,"53.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720717_1440","1972","7/17/72 14:40","0.1000","0.0200","0.0300","0.0400",\N,\N,\N,"0.2700","4.6000","2.2000","0.2000","0.0005",\N,\N,\N,"0.0500",\N,\N,\N,"155.9000","-136.7000","58.3000","13.1000",\N,\N,"19.2000",\N,\N,\N,\N
"52631","RG22","1972-07-24","15:15:00","4.0200",\N,\N,"39.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720724_1515","1972","7/24/72 15:15","0.1100","0.0200","0.0400","0.0200",\N,\N,\N,"0.2400","3.6000","1.5200","0.1900","0.0110",\N,\N,\N,"0.1000",\N,\N,\N,"117.8000","-104.7000","43.0000","11.8000",\N,\N,"13.1000",\N,\N,\N,\N
"52632","RG22","1972-07-31","14:40:00","4.2800",\N,\N,"19.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720731_1440","1972","7/31/72 14:40","0.0800","0.0200","0.0100","0.0100",\N,\N,\N,"0.0600","1.6000","0.8200","0.1800","0.0300",\N,\N,\N,"0.0500",\N,\N,\N,"62.1000","-51.6000","23.0000","18.5000",\N,\N,"10.5000",\N,\N,\N,\N
"52633","RG22","1972-08-07","13:20:00","3.5000",\N,\N,"141.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720807_1320","1972","8/7/72 13:20","0.2400","0.0500","0.0700","0.1300",\N,\N,\N,"0.8400","15.2000","6.9000","0.5200","0.0150",\N,\N,\N,"0.1000",\N,\N,\N,"386.3000","-441.9000","149.7000","-13.4000",\N,\N,"-55.6000",\N,\N,\N,\N
"52634","RG22","1972-08-14","13:10:00","3.8900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"970",\N,\N,"RG22_19720814_1310","1972","8/14/72 13:10","0.1400","0.0200","0.0500","0.0600",\N,\N,\N,"0.4400","6.1000","2.6800","0.2100","0.0240",\N,\N,\N,"0.1000",\N,\N,\N,"165.7000","-176.0000","61.2000","-6.0000",\N,\N,"-10.3000",\N,\N,\N,\N
"52635","RG22","1972-08-21","14:25:00","3.9000",\N,\N,"54.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720821_1425","1972","8/21/72 14:25","0.0300","0.0400","0.0100","0.2700",\N,\N,\N,"0.0900","4.5000","2.8000","0.6000","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"147.7000","-155.6000","57.2000","-5.2000",\N,\N,"-7.9000",\N,\N,\N,\N
"52636","RG22","1972-08-28","15:00:00","4.1000",\N,\N,"32.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720828_1500","1972","8/28/72 15:00","0.0600","0.0100","0.0100","0.0200",\N,\N,\N,"0.1800","3.2000","1.6000","0.0800","0.0120",\N,\N,\N,"0.0500",\N,\N,\N,"94.3000","-94.6000","36.1000","-0.3000",\N,\N,"-0.3000",\N,\N,\N,\N
"52637","RG22","1972-09-18","14:00:00","3.8500",\N,\N,"61.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19720918_1400","1972","9/18/72 14:00","0.0900","0.0100","0.0100","0.0200",\N,\N,\N,"0.3600","5.8000","3.0000","0.1900","0.0180",\N,\N,\N,"0.0800",\N,\N,\N,"167.6000","-174.3000","64.7000","-3.9000",\N,\N,"-6.7000",\N,\N,\N,\N
