ws,yr,mo,dy,Ca,Mg,K,Na,NH4,pH,SO4,NO3,Cl,PO4,SiO2
70,1991,10,9,2.4,0.52,0.45,2.26,0.01,6.21,4.2,0.01,3.14,0.005,2
70,1991,10,14,2.39,0.52,0.46,2.24,0.01,6.14,4.3,0.01,3.14,0.006,2.1
70,1991,10,22,2.4,0.52,0.46,2.25,0.02,6.14,4.3,0.05,3.11,0.008,2.1
70,1991,10,29,2.36,0.52,0.47,2.26,0.01,6.39,4.3,0.01,3.25,0.006,2
70,1991,11,5,2.35,0.5,0.46,2.28,0.03,6.17,4.4,0.01,3.25,0.003,2.1
70,1991,11,11,2.28,0.48,0.44,2.22,0.04,6.19,4.2,0.01,3.16,0.005,2.1
70,1991,11,19,2.34,0.49,0.45,2.28,0.005,6.05,4.4,0.01,3.21,0.005,2.2
70,1991,11,26,2.32,0.49,0.45,2.28,0.01,6.25,4.4,0.01,3.18,0.006,2.3
70,1991,12,3,2.37,0.5,0.45,2.29,0.02,6.23,4.5,0.01,2.71,0.004,2.4
70,1991,12,9,2.44,0.52,0.46,2.32,0.02,6.21,5.5,0.01,3.06,0.002,2.4
70,1991,12,17,2.58,0.55,0.5,2.5,0.02,6.18,5.2,0.01,3.28,0.004,2.6
70,1991,12,24,2.49,0.53,0.47,2.38,0.02,6.15,4.7,0.01,3.09,0.004,2.5
70,1991,12,31,2.5,0.54,0.48,2.39,0.03,6.21,4.7,0.07,3.15,0.002,2.6
70,1992,1,7,2.43,0.51,0.45,2.28,0.01,5.86,4.5,0.01,3.19,0.002,2.4
70,1992,1,14,2.48,0.52,0.47,2.33,0.01,6.39,4.6,0.01,2.57,0.004,2.6
70,1992,1,20,2.63,0.55,0.49,2.45,0.01,6.22,4.8,0.01,3.4,0.006,2.8
70,1992,1,28,2.64,0.56,0.5,2.5,0.01,6.31,4.8,0.01,3.5,0.006,2.8
70,1992,2,4,2.58,0.54,0.48,2.41,0.02,6.25,4.8,0.01,3.22,5e-4,2.7
70,1992,2,11,2.6,0.55,0.48,2.38,0.03,6.25,4.7,0.01,3.19,0.005,2.7
70,1992,2,17,2.63,0.56,0.5,2.45,0.04,6.23,4.8,0.01,3.22,0.005,2.9
70,1992,2,25,2.66,0.57,0.51,2.58,0.01,6.4,5,0.01,3.52,0.006,3
70,1992,3,3,2.59,0.56,0.5,2.45,0.04,6.25,4.9,0.07,3.22,0.004,3
70,1992,3,10,2.42,0.52,0.48,2.52,0.02,6.04,4.8,0.77,3.24,0.01,3.1
70,1992,3,17,2.14,0.47,0.43,1.91,0.05,6.05,4.8,0.6,2.39,0.01,3.6
70,1992,3,24,2.25,0.48,0.43,2.11,0.03,5.99,4.7,0.43,2.72,0.01,3.1
70,1992,3,31,1.95,0.43,0.39,1.9,0.07,6.02,3.9,0.01,2.54,0.005,2.5
70,1992,4,7,2.13,0.45,0.42,2.02,0.04,5.91,4.3,0.01,2.71,0.009,2.9
70,1992,4,13,2.28,0.48,0.44,2.18,0.02,6.2,4.5,0.01,2.91,0.007,2.8
70,1992,4,21,2.25,0.49,0.45,2.22,0.03,6.15,4.5,0.01,2.91,0.007,2.7
70,1992,4,28,2.19,0.48,0.43,2.16,0.005,6.09,4.3,0.01,2.84,0.01,2.7
70,1992,5,5,2.2,0.47,0.42,2.1,0.005,6.09,4.4,0.01,2.79,0.009,2.8
70,1992,5,12,2.23,0.47,0.43,2.11,0.005,6.38,4.4,0.01,2.83,0.006,2.8
70,1992,5,19,2.21,0.48,0.43,2.14,0.005,6.25,4.4,0.01,2.86,5e-4,2.8
70,1992,5,26,2.2,0.48,0.47,2.2,0.02,6.41,4.4,0.01,2.99,5e-4,2.6
70,1992,6,1,2.19,0.48,0.44,2.11,0.04,6.3,4.3,0.01,2.92,5e-4,2.4
70,1992,6,8,2.21,0.48,0.44,2.14,0.03,6.45,4.4,0.01,2.88,0.004,2.5
70,1992,6,16,2.25,0.49,0.47,2.22,0.01,6.39,4.6,0.01,2.95,0.004,2.4
70,1992,6,22,2.27,0.49,0.47,2.19,0.04,6.2,4.5,0.01,2.92,0.01,2.3
70,1992,6,29,2.23,0.49,0.44,2.23,0.005,6.36,4.5,0.01,2.95,0.006,2.4
70,1992,7,6,2.21,0.48,0.44,2.18,0.04,6.5,4.5,0.01,2.95,0.008,2.4
70,1992,7,13,2.24,0.48,0.44,2.2,0.03,6.31,4.5,0.01,2.96,0.01,2.2
70,1992,7,20,2.18,0.47,0.44,2.19,0.03,6.7,4.4,0.01,2.83,0.011,2.3
70,1992,7,27,2.21,0.49,0.45,2.24,0.03,6.4,4.5,0.01,3.04,0.007,2.4
70,1992,8,3,2.22,0.49,0.45,2.25,0.06,6.47,4.2,0.01,3.06,0.005,2.4
70,1992,8,10,2.18,0.48,0.43,2.25,0.02,6.3,4.5,0.01,2.88,0.008,2.2
70,1992,8,17,2.19,0.48,0.44,2.25,0.04,6.39,4.5,0.01,2.88,0.005,2.1
70,1992,8,24,2.2,0.48,0.45,2.28,0.04,6.38,4.5,0.01,2.96,0.004,2
70,1992,8,31,2.22,0.49,0.44,2.25,0.03,6.5,4.6,0.01,2.91,0.007,1.9
70,1992,9,8,2.23,0.49,0.45,2.28,0.03,6.3,4.4,0.01,2.96,0.01,2
70,1992,9,14,2.25,0.5,0.46,2.3,0.03,6.35,4.4,0.01,2.96,0.008,2.1
70,1992,9,21,2.24,0.5,0.46,2.29,0.02,6.19,4.3,0.01,3.08,0.006,2
70,1992,9,28,2.28,0.51,0.46,2.29,0.03,6.22,4.3,0.01,3.07,0.007,2.1
70,1992,10,5,2.3,0.53,0.47,2.33,0.01,6.3,4.3,0.01,3.12,0.007,2
70,1992,10,13,2.33,0.53,0.52,2.31,0.02,6.21,4.2,0.01,3.1,0.009,1.9
70,1992,10,20,2.35,0.53,0.5,2.36,0.02,6.21,4.3,0.01,3.18,0.008,1.9
70,1992,10,26,2.26,0.52,0.49,2.35,0.03,6.2,4.3,0.01,3.13,0.005,2
70,1992,11,2,2.34,0.54,0.49,2.35,0.03,6.5,4.3,0.05,3.35,0.009,2.1
70,1992,11,9,2.34,0.53,0.46,2.34,0.03,6.21,4.3,0.03,3.35,0.01,2
70,1992,11,16,2.26,0.5,0.44,2.34,0.03,6.25,4.3,0.03,3.32,0.003,2.1
70,1992,11,23,2.14,0.47,0.41,2.15,0.02,6.2,4.1,0.01,3.03,0.004,1.9
70,1992,11,30,2.29,0.5,0.45,2.29,0.04,6.2,4.4,0.01,3.21,0.003,2.2
70,1992,12,7,2.3,0.5,0.45,2.36,0.03,6.37,4.45,0.01,3.32,0.004,2.2
70,1992,12,14,2.36,0.51,0.47,2.38,0.05,6.38,4.6,0.01,3.39,0.003,2.3
70,1992,12,21,2.31,0.5,0.47,2.32,0.04,6.34,4.4,0.01,3.21,0.003,2.1
70,1992,12,28,2.59,0.57,0.5,2.61,0.05,6.38,5,0.01,3.53,0.005,2.5
70,1993,1,4,2.59,0.56,0.51,2.65,0.02,6.4,5,0.01,3.63,0.003,2.6
70,1993,1,11,2.53,0.55,0.49,2.6,0.04,6.18,5.1,0.07,3.61,0.005,2.7
70,1993,1,18,2.57,0.56,0.51,2.61,0.04,6.27,5.3,0.01,3.51,5e-4,2.7
70,1993,1,25,2.56,0.55,0.51,2.61,0.06,6.26,5,0.01,3.52,5e-4,2.6
70,1993,2,1,2.7,0.59,0.52,2.74,0.02,6.25,5.3,0.01,3.62,0.002,2.9
70,1993,2,8,2.78,0.61,0.53,2.78,0.03,6.31,5.5,0.01,3.84,0.003,3.1
70,1993,2,15,2.62,0.57,0.51,2.61,0.04,6.18,5.1,0.01,3.64,0.002,2.7
70,1993,2,23,2.66,0.59,0.5,2.64,0.04,6.29,5.3,0.01,3.46,0.004,3.1
70,1993,3,1,2.58,0.57,0.5,2.62,0.04,6.28,5.1,0.01,3.59,0.005,3
70,1993,3,8,2.52,0.56,0.49,2.6,0.02,6.21,5.1,0.01,3.44,0.006,3.1
70,1993,3,15,2.5,0.55,0.49,2.51,0.06,6.3,5,0.01,3.45,0.005,3
70,1993,3,22,2.52,0.55,0.47,2.48,0.03,6.18,5,0.03,3.28,0.005,3.2
70,1993,3,23,2.43,0.54,0.49,2.41,0.01,6.24,5.1,0.01,3.44,-3,3.2
70,1993,3,24,2.45,0.54,0.48,2.43,0.01,6.35,5,0.01,3.47,-3,3.2
70,1993,3,25,2.45,0.55,0.5,2.43,0.01,6.32,5.1,0.01,3.44,-3,3.3
70,1993,3,26,2.49,0.56,0.5,2.51,0.01,6.2,5.2,0.01,3.74,-3,3.1
70,1993,3,27,2.43,0.55,0.5,2.58,0.01,6.16,5.2,0.01,3.65,-3,3.1
70,1993,3,28,2.62,0.59,0.54,2.76,0.01,6.27,5.7,0.02,3.91,-3,3.2
70,1993,3,29,2.48,0.55,0.47,2.57,0.04,6.39,5.2,0.06,3.41,0.006,3.2
70,1993,3,30,2.34,0.52,0.47,2.39,0.01,6.42,5.2,0.02,3.34,-3,3.3
70,1993,3,31,2.27,0.49,0.43,2.11,0.01,6.23,5,0.01,2.82,-3,3.6
70,1993,4,1,2.02,0.44,0.38,1.73,0.01,6.16,4.9,0.01,2.11,-3,3.9
70,1993,4,2,1.97,0.43,0.39,1.7,0.01,5.99,4.9,0.01,2.14,-3,4
70,1993,4,3,1.78,0.39,0.35,1.56,0.01,5.86,4.6,0.01,1.94,-3,3.5
70,1993,4,4,1.87,0.41,0.37,1.66,0.01,5.86,4.7,0.01,2.07,-3,3.6
70,1993,4,5,1.88,0.41,0.34,1.62,0.05,5.97,4.6,0.38,2,0.004,3.6
70,1993,4,6,1.92,0.42,0.37,1.68,0.01,5.96,4.7,0.01,2.12,-3,3.6
70,1993,4,7,1.83,0.4,0.36,1.64,0.01,5.97,4.4,0.01,2.11,-3,3.4
70,1993,4,8,1.79,0.39,0.37,1.67,0.01,5.97,4.2,0.01,2.19,-3,3.1
70,1993,4,9,1.81,0.4,0.37,1.75,0.01,5.81,4.1,0.01,2.37,-3,2.8
70,1993,4,10,1.79,0.4,0.37,1.76,0.01,5.84,3.9,0.01,2.43,-3,2.6
70,1993,4,11,1.94,0.42,0.4,1.93,0.01,6.02,4,0.01,2.72,-3,2.6
70,1993,4,12,1.75,0.39,0.34,1.77,0.01,5.98,3.5,0.01,2.42,0.005,2.2
70,1993,4,13,1.69,0.36,0.35,1.69,0.01,5.96,3.4,0.01,2.35,-3,2.1
70,1993,4,14,1.61,0.35,0.33,1.57,0.01,5.71,3.1,0.01,2.25,-3,2
70,1993,4,15,1.89,0.4,0.38,1.82,0.01,6.19,3.8,0.01,2.58,-3,2.4
70,1993,4,16,1.93,0.41,0.38,1.87,0.01,6.11,4,0.01,2.64,-3,2.2
70,1993,4,17,2.06,0.44,0.4,2.02,0.01,6.2,3.8,0.01,2.87,-3,2.4
70,1993,4,18,2.1,0.45,0.41,2.07,0.01,6.09,4.1,0.01,2.95,-3,2.5
70,1993,4,19,2.16,0.47,0.41,2.16,0.02,5.97,4.2,0.01,3,0.003,2.5
70,1993,4,20,2.13,0.44,0.42,2.05,0.01,6.02,4.1,0.01,2.93,-3,2.4
70,1993,4,21,2.12,0.45,0.43,2.09,0.01,6.26,4.1,0.01,2.93,-3,2.5
70,1993,4,22,2.09,0.45,0.42,2.03,0.01,6.04,4.2,0.01,2.84,-3,2.6
70,1993,4,23,2.07,0.44,0.41,2.02,0.01,6.03,4,0.01,2.79,-3,2.6
70,1993,4,24,2.09,0.45,0.42,2.11,0.01,6.12,4.2,0.01,2.96,-3,2.8
70,1993,4,25,2.14,0.46,0.42,2.15,0.01,6.25,4.1,0.01,3.06,-3,2.7
70,1993,4,26,2.18,0.47,0.41,2.18,0.01,6.3,3.9,0.01,3.01,0.002,2.6
70,1993,4,27,2.14,0.46,0.43,2.14,0.01,6.21,4.1,0.01,3.02,-3,2.7
70,1993,4,28,2.14,0.46,0.43,2.14,0.01,6.19,4.2,0.01,3.03,-3,2.6
70,1993,4,29,2.17,0.47,0.43,2.15,0.01,6.15,4.1,0.01,3.04,-3,2.7
70,1993,4,30,2.14,0.47,0.43,2.14,0.01,6.06,4.2,0.01,3.03,-3,2.7
70,1993,5,3,2.14,0.46,0.4,2.19,0.02,6.2,4.2,0.01,3.03,0.003,2.6
70,1993,5,10,2.17,0.46,0.42,2.21,0.005,6.3,4.2,0.01,3.08,0.003,2.6
70,1993,5,17,2.14,0.46,0.41,2.2,0.005,6.2,4.3,0.01,3.1,0.002,2.5
70,1993,5,24,2.12,0.46,0.4,2.21,0.005,6.17,4.4,0.01,3.15,5e-4,2.3
70,1993,6,1,2.12,0.47,0.43,2.17,0.02,6.29,4.4,0.01,3.12,0.005,2.2
70,1993,6,7,2.19,0.47,0.44,2.21,0.005,6.23,4.3,0.01,3.16,0.006,2.2
70,1993,6,14,2.25,0.48,0.44,2.23,0.005,6.3,4.3,0.01,3.2,0.006,2.2
70,1993,6,21,2.27,0.49,0.45,2.24,0.005,6.01,4.3,0.13,3.18,0.006,1.8
70,1993,6,28,2.32,0.49,0.45,2.25,0.005,6.11,4.3,0.03,3.22,0.005,1.7
70,1993,7,5,2.15,0.47,0.44,2.29,0.03,5.83,4.2,0.04,3,0.002,1.7
70,1993,7,12,2.26,0.49,0.46,2.28,0.02,6.29,4.3,0.23,3.45,0.005,1.6
70,1993,7,19,2.2,0.48,0.45,2.28,0.005,6.4,4.3,0.01,3.45,0.004,1.8
70,1993,7,26,2.15,0.47,0.44,2.27,0.005,6.53,4.2,0.01,3.45,0.006,1.7
70,1993,8,2,2.17,0.48,0.47,2.28,0.02,6.38,4.2,0.01,3.4,0.004,1.5
70,1993,8,9,2.2,0.49,0.46,2.36,0.005,6.29,4.3,0.01,3.3,0.003,1.7
70,1993,8,16,2.22,0.48,0.49,2.36,0.03,6.2,4.3,0.01,3.46,0.003,1.6
70,1993,8,23,2.23,0.48,0.47,2.35,0.02,6.15,4.4,0.01,3.47,0.003,1.7
70,1993,8,30,2.2,0.48,0.48,2.34,0.005,6.4,4.4,0.01,3.47,0.004,1.5
70,1993,9,7,2.18,0.49,0.48,2.29,0.02,6.22,4.4,0.08,3.38,0.003,1.5
70,1993,9,13,2.26,0.51,0.48,2.31,0.02,6.39,4.3,0.01,3.38,0.002,1.6
70,1993,9,21,2.27,0.51,0.49,2.36,0.02,6.39,5.3,0.01,3.44,5e-4,1.6
70,1993,9,27,2.26,0.51,0.47,2.38,0.005,6.25,4.2,0.01,3.37,5e-4,1.7
70,1993,10,4,2.3,0.51,0.49,2.38,0.02,6.1,4.2,0.01,3.43,0.004,1.6
70,1993,10,12,2.29,0.52,0.52,2.39,0.03,6.18,4.1,0.01,3.42,0.004,1.6
70,1993,10,18,2.35,0.52,0.54,2.39,0.02,6.14,4.1,0.01,3.42,0.003,1.5
70,1993,10,26,2.26,0.52,0.53,2.4,0.02,6,4.1,0.01,3.49,0.003,1.5
70,1993,11,1,2.26,0.51,0.55,2.36,0.005,6.2,4.1,0.01,3.28,0.003,1.4
70,1993,11,8,2.27,0.52,0.52,2.36,0.005,6.3,4.1,0.01,3.33,0.004,1.3
70,1993,11,15,2.3,0.51,0.53,2.39,0.02,5.92,4.2,0.03,3.33,0.002,1.4
70,1993,11,22,2.31,0.51,0.53,2.39,0.005,6.17,4.2,0.01,3.29,0.003,1.2
70,1993,11,29,2.27,0.51,0.5,2.39,0.005,6.29,4.2,0.01,3.41,0.005,1.3
70,1993,12,6,2.28,0.5,0.51,2.36,0.02,6.26,4.1,0.01,3.2,0.004,1.3
70,1993,12,13,2.34,0.51,0.49,2.41,0.03,6.06,4.2,0.01,3.4,0.002,1.4
70,1993,12,20,2.47,0.53,0.51,2.48,0.04,6.52,4.4,0.01,3.52,0.004,1.5
70,1993,12,27,2.48,0.54,0.51,2.54,0.04,6.6,4.5,0.01,3.36,0.003,1.5
70,1994,1,3,2.7,0.58,0.56,2.77,0.03,6.34,4.8,0.01,3.87,0.005,1.7
70,1994,1,10,2.59,0.55,0.5,2.63,0.005,6.26,4.7,0.01,3.76,0.004,1.6
70,1994,1,18,2.68,0.58,0.57,2.69,0.03,6.25,4.8,0.01,3.81,0.004,1.8
70,1994,1,24,2.59,0.56,0.59,2.58,0.03,6.3,4.5,0.01,3.69,0.004,1.7
70,1994,1,31,2.54,0.55,0.53,2.55,0.03,6.42,4.5,0.01,3.59,0.003,1.9
70,1994,2,7,2.6,0.56,0.55,2.59,0.04,6.27,4.6,0.01,3.63,0.003,1.9
70,1994,2,14,2.64,0.57,0.57,2.64,0.03,6.3,4.66,0.01,3.78,0.004,2
70,1994,2,21,2.6,0.56,0.56,2.6,0.02,6.23,4.7,0.01,3.73,0.003,2
70,1994,3,1,2.59,0.54,0.53,2.58,0.005,6.41,4.64,0.01,3.61,0.003,2.1
70,1994,3,7,2.69,0.57,0.54,2.67,0.005,6.19,4.85,0.01,3.71,0.004,2.2
70,1994,3,14,2.65,0.57,0.53,2.61,0.005,6.26,4.9,0.01,3.58,0.004,2.4
70,1994,3,21,2.63,0.55,0.52,2.57,0.005,6.26,5.04,0.02,3.43,0.005,2.5
70,1994,3,28,2.42,0.5,0.42,2.15,0.04,6.01,5.31,0.23,2.83,0.005,3.2
70,1994,4,4,1.86,0.38,0.31,1.57,0.02,5.84,4.33,0.14,2.3,0.003,2.7
70,1994,4,11,1.6,0.33,0.3,1.44,0.005,5.7,3.82,0.17,1.93,0.002,2.3
70,1994,4,18,1.83,0.38,0.34,1.78,0.02,5.81,3.64,0.01,2.46,0.002,2
70,1994,4,25,2.22,0.46,0.42,2.2,0.02,6.01,4.1,0.09,3.02,0.003,2.2
70,1994,5,2,2.21,0.47,0.42,2.2,0.04,6.1,4.16,0.01,3.06,0.002,2.3
70,1994,5,9,2.21,0.46,0.42,2.22,0.07,6.24,4.15,0.01,3.1,0.002,2.3
70,1994,5,16,2.25,0.47,0.42,2.23,0.005,6.3,4.04,0.01,3.16,0.003,2
70,1994,5,23,2.22,0.47,0.43,2.23,0.02,6.45,4.2,0.01,3.2,0.003,2.1
70,1994,5,31,2.23,0.47,0.42,2.26,0.005,5.88,4.27,0.03,3.23,5e-4,2
70,1994,6,6,2.25,0.47,0.42,2.29,0.005,6.57,4.22,0.01,3.22,0.003,1.5
70,1994,6,13,2.2,0.47,0.44,2.27,0.005,6.55,4.27,0.01,3.32,0.002,2
70,1994,6,20,2.26,0.48,0.47,2.33,0.05,6.69,4.27,0.05,3.41,0.005,2
70,1994,6,27,2.19,0.47,0.45,2.33,0.03,6.63,4.26,0.01,3.27,0.004,1.9
70,1994,7,5,2.24,0.47,0.44,2.35,0.005,6.43,4.29,0.07,3.27,5e-4,1.5
70,1994,7,11,2.18,0.47,0.44,2.33,0.02,6.51,4.29,0.15,3.27,5e-4,1.6
70,1994,7,18,2.19,0.47,0.46,2.37,0.03,6.56,4.33,0.01,3.29,0.002,1.7
70,1994,7,25,2.2,0.47,0.44,2.38,0.005,6.53,4.23,0.01,3.26,5e-4,1.4
70,1994,8,1,2.18,0.48,0.45,2.36,0.02,6.5,4.2,0.01,3.28,0.003,1.7
70,1994,8,8,2.21,0.48,0.45,2.38,0.005,6.7,4.21,0.01,3.32,0.002,1.7
70,1994,8,15,2.25,0.49,0.46,2.41,0.005,6.5,4.19,0.03,3.29,5e-4,1.6
70,1994,8,22,2.19,0.47,0.46,2.31,0.02,6.39,4.04,0.16,3.14,0.002,1.3
70,1994,8,29,2.23,0.49,0.45,2.42,0.005,6.44,4.16,0.01,3.37,0.003,0.5
70,1994,9,5,2.29,0.5,0.46,2.43,0.02,6.66,4.13,0.01,3.33,0.003,1
70,1994,9,13,2.27,0.51,0.49,2.46,0.03,6.51,4.11,0.11,3.33,0.002,1.5
70,1994,9,19,2.25,0.51,0.49,2.45,0.005,6.5,4.01,0.01,3.35,0.002,1.5
70,1994,9,26,2.26,0.5,0.48,2.41,0.005,6.45,3.95,0.04,3.3,0.003,1.5
70,1994,10,3,2.26,0.51,0.5,2.46,0.02,6.48,3.97,0.1,3.36,0.005,1.6
70,1994,10,11,2.3,0.51,0.5,2.44,0.005,6.5,3.99,0.08,3.42,0.004,1.6
70,1994,10,17,2.37,0.52,0.5,2.45,0.005,6.44,3.98,0.01,3.47,0.003,1.7
70,1994,10,24,2.35,0.52,0.51,2.47,0.02,6.36,3.97,0.18,3.45,0.004,1.5
70,1994,10,31,2.35,0.52,0.49,2.48,0.005,6.45,4.03,0.01,3.49,0.004,1.6
70,1994,11,7,2.31,0.51,0.52,2.45,0.02,6.49,3.96,0.12,3.47,0.003,1.8
70,1994,11,14,2.38,0.52,0.52,2.49,0.03,6.51,4.13,0.22,3.54,0.004,1.5
70,1994,11,21,2.42,0.53,0.52,2.5,0.005,6.51,4.18,0.63,3.56,0.004,0.1
70,1994,11,28,2.46,0.53,0.54,2.52,0.03,6.51,4.17,0.34,3.54,0.002,1.4
70,1994,12,5,2.38,0.51,0.54,2.42,0.03,6.44,4.04,0.12,3.42,0.002,1.4
70,1994,12,12,2.4,0.52,0.51,2.47,0.03,6.44,4.14,0.04,3.51,0.003,1.5
70,1994,12,19,2.61,0.57,0.55,2.65,0.02,6.48,4.38,0.01,3.73,0.003,1.6
70,1994,12,26,2.48,0.53,0.51,2.53,0.005,6.45,4.25,0.01,3.6,0.002,2
70,1995,1,3,2.47,0.54,0.51,2.59,0.02,6.4,4.34,0.01,3.71,0.002,0.2
70,1995,1,9,2.68,0.58,0.56,2.73,0.02,6.41,4.62,0.01,3.94,0.003,2.2
70,1995,1,16,2.67,0.58,0.55,2.75,0.02,6.44,4.64,0.01,3.81,0.005,2.4
70,1995,1,23,2.17,0.47,0.45,2.25,0.005,6.26,4.02,0.01,3.16,0.003,2.3
70,1995,1,30,2.44,0.52,0.49,2.48,0.005,6.31,4.33,0.01,3.4,0.003,2.2
70,1995,2,6,2.46,0.53,0.5,2.48,0.03,6.31,4.22,0.01,3.39,0.002,2.2
70,1995,2,13,2.51,0.54,0.49,2.5,0.005,6.18,4.2,0.01,3.4,0.003,2.2
70,1995,2,21,2.6,0.56,0.51,2.59,0.02,6.21,4.39,0.01,3.63,0.003,2.5
70,1995,2,27,2.57,0.54,0.51,2.53,0.005,6.11,4.24,0.01,3.54,0.002,2.2
70,1995,3,6,2.59,0.56,0.51,2.6,0.005,6.2,4.43,0.01,3.68,0.003,2.7
70,1995,3,13,2.54,0.54,0.5,2.55,0.02,6.17,4.47,0.01,3.54,0.004,2.6
70,1995,3,20,2.37,0.51,0.47,2.39,0.005,6.08,4.09,0.01,3.3,0.003,2.4
70,1995,3,27,2.18,0.47,0.44,2.21,0.02,6.13,3.85,0.01,3.05,0.002,2.2
70,1995,4,3,2.31,0.49,0.44,2.36,0.005,6.22,4.01,0.01,3.24,0.002,2.1
70,1995,4,10,2.31,0.5,0.44,2.34,0.005,6.23,4.06,0.01,3.3,0.004,2.5
70,1995,4,17,2.31,0.5,0.46,2.38,0.005,6.37,4.13,0.01,3.31,0.004,2.3
70,1995,4,24,2.29,0.5,0.46,2.4,0.005,6.22,4.16,0.01,3.39,0.003,2.3
70,1995,5,1,2.35,0.51,0.45,2.4,0.005,6.4,4.19,0.01,3.35,0.004,2.3
70,1995,5,8,2.3,0.5,0.45,2.44,0.005,6.44,4.22,0.04,3.38,0.004,2.1
70,1995,5,15,2.33,0.5,0.45,2.38,0.04,6.38,4.15,0.05,3.28,0.003,2
70,1995,5,22,2.33,0.5,0.45,2.4,0.03,6.4,4.21,0.01,3.3,0.004,1.9
70,1995,5,30,2.33,0.5,0.46,2.4,0.03,6.33,4.15,0.01,3.3,0.002,1.7
70,1995,6,5,2.35,0.51,0.47,2.45,0.03,6.34,4.18,0.07,3.38,0.003,1.7
70,1995,6,12,2.33,0.51,0.48,2.45,0.005,6.36,4.11,0.01,3.82,0.004,1.8
70,1995,6,19,2.31,0.51,0.48,2.49,0.005,6.41,4.2,0.01,3.61,0.004,1.6
70,1995,6,26,2.37,0.51,0.47,2.47,0.04,6.41,4.25,0.02,3.62,0.003,1.6
70,1995,7,3,2.32,0.53,0.5,2.49,0.005,6.31,4.23,0.22,3.68,0.004,0.2
70,1995,7,10,2.35,0.52,0.48,2.46,0.005,6.39,4.2,0.01,3.62,0.003,1.6
70,1995,7,17,2.25,0.49,0.47,2.26,0.02,6.2,4.02,0.15,3.46,0.003,0.3
70,1995,7,24,2.29,0.51,0.47,2.4,0.03,6.4,4.22,0.08,3.57,0.005,1.2
70,1995,7,31,2.26,0.5,0.48,2.37,0.005,6.38,4.21,0.01,3.54,0.003,0.7
70,1995,8,7,2.19,0.49,0.48,2.36,0.03,6.2,4.17,0.01,3.52,0.004,1
70,1995,8,14,2.23,0.5,0.48,2.37,0.04,6.23,4.2,0.11,3.52,5e-4,1
70,1995,8,21,2.26,0.52,0.49,2.41,0.005,6.39,4.21,0.04,3.58,0.002,1.1
70,1995,8,28,2.3,0.51,0.5,2.41,0.005,6.32,4.18,0.02,3.62,0.005,0.1
70,1995,9,5,2.32,0.51,0.5,2.47,0.005,6.38,4.18,0.02,3.65,5e-4,1
70,1995,9,12,2.35,0.52,0.5,2.46,0.005,6.39,4.16,0.01,3.6,5e-4,1
70,1995,9,18,2.35,0.53,0.52,2.46,0.02,6.27,4.07,0.01,3.6,0.002,0.9
70,1995,9,25,2.31,0.52,0.51,2.44,0.02,6.2,4.1,0.01,3.56,0.004,0.8
70,1995,10,2,2.37,0.53,0.51,2.48,0.02,6.34,4.1,0.01,3.59,0.003,0.8
70,1995,10,9,2.39,0.53,0.54,2.47,0.03,6.21,3.93,0.01,3.58,0.003,0.5
70,1995,10,16,2.34,0.54,0.55,2.43,0.02,6.14,3.9,0.06,3.53,0.005,0.8
70,1995,10,23,2.36,0.53,0.51,2.45,0.02,6.28,3.89,0.01,3.59,0.004,0.9
70,1995,10,30,2.3,0.52,0.52,2.41,0.005,6.23,4.01,0.01,3.58,0.003,0.2
70,1995,11,7,2.36,0.52,0.52,2.35,0.02,6.23,4.02,0.01,3.53,0.004,1.3
70,1995,11,13,2.27,0.51,0.51,2.34,0.005,6.2,4.01,0.01,3.49,0.006,1.4
70,1995,11,20,2.31,0.5,0.51,2.34,0.02,6.3,4.1,0.01,3.54,5e-4,1.2
70,1995,11,27,2.31,0.51,0.51,2.36,0.02,6.2,4.11,0.01,3.56,0.005,1.5
70,1995,12,4,2.38,0.51,0.51,2.38,0.02,6.23,4.17,0.01,3.59,0.003,1.4
70,1995,12,11,2.42,0.53,0.53,2.49,0.005,6.22,4.26,0.01,3.6,0.004,1.5
70,1995,12,18,2.32,0.51,0.51,2.43,0.005,6.19,4.06,0.01,3.71,0.003,1.2
70,1995,12,26,2.37,0.51,0.51,2.43,0.005,6.31,4.05,0.01,3.6,0.004,1.6
70,1996,1,2,2.39,0.52,0.51,2.47,0.005,6.12,4.13,0.01,3.51,0.002,1.4
70,1996,1,8,2.43,0.52,0.52,2.58,0.005,6.11,4.24,0.01,3.72,0.002,1
70,1996,1,15,2.38,0.52,0.52,2.52,0.005,6.17,4.21,0.01,3.71,0.002,1.5
70,1996,1,22,2.36,0.51,0.54,2.37,0.005,6.28,4.79,0.01,3.39,0.006,2.7
70,1996,1,29,2.02,0.46,0.46,2,0.005,5.79,5.14,0.12,2.7,0.004,3.7
70,1996,2,5,2.05,0.45,0.45,1.98,0.005,5.83,5.18,0.05,2.77,0.005,3.7
70,1996,2,12,2.17,0.47,0.46,2.11,0.05,5.87,4.92,0.08,3.03,0.003,3.1
70,1996,2,20,2.13,0.47,0.44,2.07,0.005,5.87,5.15,0.01,2.71,0.002,3.8
70,1996,2,26,2.12,0.47,0.43,2.18,0.005,6,5.22,0.34,2.89,5e-4,3.7
70,1996,3,4,2.11,0.46,0.44,2.18,0.02,6,4.81,0.33,3.01,5e-4,3.3
